,date,winner,loser,wrank,lrank,b365w,b365l,surface,winner_is_p1,odd_p1,odd_p2
4911,2009-01-06,Vesnina E.,Vaidisova N.,76,40,2.5,1.5,Hard,0,1.5,2.5
4912,2009-01-06,Peer S.,Zahlavova Strycova B.,39,74,1.4,2.75,Hard,1,1.4,2.75
4915,2009-01-07,Keothavong A.,Suarez Navarro C.,60,46,1.83,1.83,Hard,0,1.83,1.83
4916,2009-01-07,Dementieva E.,Erakovic M.,4,69,1.07,7.5,Hard,1,1.07,7.5
4917,2009-01-07,Gallovits E.,Medina Garrigues A.,75,22,3.75,1.25,Hard,0,1.25,3.75
4918,2009-01-07,Morita A.,Wozniak A.,83,33,2.5,1.5,Hard,0,1.5,2.5
4919,2009-01-07,Rezai A.,Gallovits E.,97,75,1.8,1.9,Hard,1,1.8,1.9
4920,2009-01-08,Dementieva E.,Peer S.,4,39,1.16,4.5,Hard,1,1.16,4.5
4921,2009-01-08,Keothavong A.,Morita A.,60,83,1.8,1.9,Hard,1,1.8,1.9
4922,2009-01-08,Vesnina E.,Wozniacki C.,76,12,4.5,1.16,Hard,0,1.16,4.5
4923,2009-01-08,Dementieva E.,Rezai A.,4,97,1.1,6.5,Hard,1,1.1,6.5
4924,2009-01-09,Vesnina E.,Keothavong A.,76,60,1.53,2.37,Hard,1,1.53,2.37
4925,2009-01-10,Dementieva E.,Vesnina E.,4,76,1.1,6.5,Hard,1,1.1,6.5
4926,2009-01-04,Gajdosova J.,Peng S.,98,38,2.75,1.4,Hard,0,1.4,2.75
4927,2009-01-04,Azarenka V.,Bondarenko K.,16,59,1.16,4.5,Hard,1,1.16,4.5
4928,2009-01-04,Bartoli M.,Wejnert M.,17,526,1.083,7.0,Hard,1,1.083,7.0
4929,2009-01-04,Pironkova T.,Niculescu M.,44,47,1.66,2.1,Hard,1,1.66,2.1
4930,2009-01-04,Kleybanova A.,Kanepi K.,32,26,2.2,1.61,Hard,0,1.61,2.2
4931,2009-01-05,Stosur S.,Sugiyama A.,51,29,1.61,2.2,Hard,1,1.61,2.2
4932,2009-01-05,Coin J.,Wickmayer Y.,95,71,2.0,1.72,Hard,0,1.72,2.0
4933,2009-01-05,Karatantcheva S.,Benesova I.,148,42,2.1,1.66,Hard,0,1.66,2.1
4934,2009-01-05,Govortsova O.,Schiavone F.,50,30,3.0,1.36,Hard,0,1.36,3.0
4935,2009-01-05,Vinci R.,Groenefeld A.L.,82,72,2.62,1.44,Hard,0,1.44,2.62
4936,2009-01-05,Errani S.,Hantuchova D.,41,21,2.75,1.4,Hard,0,1.4,2.75
4937,2009-01-05,Mauresmo A.,Dokic J.,23,177,1.28,3.5,Hard,1,1.28,3.5
4938,2009-01-05,Garbin T.,Arvidsson S.,54,55,2.25,1.57,Hard,0,1.57,2.25
4939,2009-01-05,Czink M.,Bondarenko A.,105,34,3.0,1.36,Hard,0,1.36,3.0
4940,2009-01-05,Safarova L.,Holland I.,61,581,1.1,6.5,Hard,1,1.1,6.5
4941,2009-01-05,Ivanovic A.,Kvitova P.,5,48,1.12,5.5,Hard,1,1.12,5.5
4942,2009-01-06,Garbin T.,Kleybanova A.,54,32,2.87,1.38,Hard,0,1.38,2.87
4943,2009-01-06,Azarenka V.,Gajdosova J.,16,98,1.14,5.0,Hard,1,1.14,5.0
4944,2009-01-06,Bartoli M.,Czink M.,17,105,1.16,4.5,Hard,1,1.16,4.5
4945,2009-01-06,Safarova L.,Stosur S.,61,51,2.62,1.44,Hard,0,1.44,2.62
4946,2009-01-07,Errani S.,Pironkova T.,41,44,1.66,2.1,Hard,1,1.66,2.1
4947,2009-01-07,Mauresmo A.,Coin J.,23,95,1.25,3.75,Hard,1,1.25,3.75
4948,2009-01-07,Govortsova O.,Karatantcheva S.,50,148,1.5,2.5,Hard,1,1.5,2.5
4949,2009-01-07,Ivanovic A.,Vinci R.,5,82,1.03,11.0,Hard,1,1.03,11.0
4950,2009-01-08,Azarenka V.,Safarova L.,16,61,1.33,3.25,Hard,1,1.33,3.25
4951,2009-01-08,Errani S.,Govortsova O.,41,50,1.66,2.1,Hard,1,1.66,2.1
4952,2009-01-08,Mauresmo A.,Ivanovic A.,23,5,3.5,1.28,Hard,0,1.28,3.5
4953,2009-01-08,Bartoli M.,Garbin T.,17,54,1.28,3.5,Hard,1,1.28,3.5
4954,2009-01-09,Azarenka V.,Errani S.,16,41,1.3,3.4,Hard,1,1.3,3.4
4955,2009-01-09,Bartoli M.,Mauresmo A.,17,23,2.1,1.66,Hard,0,1.66,2.1
4956,2009-01-10,Azarenka V.,Bartoli M.,16,17,1.4,2.75,Hard,1,1.4,2.75
4957,2009-01-11,Bondarenko A.,Niculescu M.,34,48,1.53,2.37,Hard,1,1.53,2.37
4958,2009-01-11,Benesova I.,Tanasugarn T.,41,35,1.8,1.9,Hard,1,1.8,1.9
4959,2009-01-11,Rybarikova M.,Bondarenko K.,57,58,1.66,2.1,Hard,1,1.66,2.1
4960,2009-01-11,Kvitova P.,Peers S.,49,468,1.07,7.5,Hard,1,1.07,7.5
4961,2009-01-11,Pironkova T.,Schnyder P.,43,15,3.0,1.36,Hard,0,1.36,3.0
4962,2009-01-11,Radwanska U.,Wozniak A.,127,33,2.5,1.5,Hard,0,1.5,2.5
4963,2009-01-11,Pavlyuchenkova A.,Rogowska O.,42,367,1.07,7.5,Hard,1,1.07,7.5
4964,2009-01-11,Razzano V.,Camerin M.E.,62,102,1.57,2.25,Hard,1,1.57,2.25
4965,2009-01-12,Zheng J.,Erakovic M.,24,68,1.44,2.62,Hard,1,1.44,2.62
4966,2009-01-12,Czink M.,Garbin T.,100,52,1.83,1.83,Hard,0,1.83,1.83
4967,2009-01-12,Govortsova O.,Moore J.,45,136,1.16,4.5,Hard,1,1.16,4.5
4968,2009-01-12,Keothavong A.,Szavay A.,53,25,1.83,1.83,Hard,0,1.83,1.83
4969,2009-01-12,Santangelo M.,Vaidisova N.,131,51,3.0,1.36,Hard,0,1.36,3.0
4970,2009-01-12,Suarez Navarro C.,Chakvetadze A.,44,18,3.5,1.28,Hard,0,1.28,3.5
4971,2009-01-12,Dulko G.,Voegele S.,50,126,1.4,2.75,Hard,1,1.4,2.75
4972,2009-01-12,Pennetta F.,Peer S.,13,40,1.36,3.0,Hard,1,1.36,3.0
4973,2009-01-13,Pavlyuchenkova A.,Suarez Navarro C.,42,44,1.38,2.87,Hard,1,1.38,2.87
4974,2009-01-13,Dulko G.,Zheng J.,50,24,2.5,1.5,Hard,0,1.5,2.5
4975,2009-01-13,Razzano V.,Keothavong A.,62,53,1.83,1.83,Hard,0,1.83,1.83
4976,2009-01-13,Benesova I.,Santangelo M.,41,131,1.66,2.1,Hard,1,1.66,2.1
4977,2009-01-13,Kvitova P.,Bondarenko A.,49,34,1.61,2.2,Hard,1,1.61,2.2
4978,2009-01-13,Rybarikova M.,Pennetta F.,57,13,3.75,1.25,Hard,0,1.25,3.75
4979,2009-01-13,Czink M.,Radwanska U.,100,127,1.61,2.2,Hard,1,1.61,2.2
4980,2009-01-13,Pironkova T.,Govortsova O.,43,45,1.44,2.62,Hard,1,1.44,2.62
4981,2009-01-14,Rybarikova M.,Czink M.,57,100,1.57,2.25,Hard,1,1.57,2.25
4982,2009-01-14,Benesova I.,Dulko G.,41,50,2.37,1.53,Hard,0,1.53,2.37
4983,2009-01-14,Razzano V.,Pironkova T.,62,43,2.25,1.57,Hard,0,1.57,2.25
4984,2009-01-14,Kvitova P.,Pavlyuchenkova A.,49,42,1.66,2.1,Hard,1,1.66,2.1
4985,2009-01-15,Benesova I.,Rybarikova M.,41,57,1.8,1.9,Hard,1,1.8,1.9
4986,2009-01-15,Kvitova P.,Razzano V.,49,62,1.8,1.9,Hard,1,1.8,1.9
4987,2009-01-16,Kvitova P.,Benesova I.,49,41,1.57,2.25,Hard,1,1.57,2.25
4988,2009-01-11,Kuznetsova S.,Peng S.,8,39,1.16,4.5,Hard,1,1.16,4.5
4989,2009-01-11,Williams S.,Stosur S.,2,46,1.11,6.0,Hard,1,1.11,6.0
4990,2009-01-11,Radwanska A.,Bammer S.,10,26,1.3,3.4,Hard,1,1.3,3.4
4991,2009-01-12,Cornet A.,Petrova N.,16,11,1.66,2.1,Hard,1,1.66,2.1
4992,2009-01-12,Kleybanova A.,Kirilenko M.,32,30,1.8,1.9,Hard,1,1.8,1.9
4993,2009-01-12,Wozniacki C.,Cibulkova D.,12,19,2.0,1.72,Hard,0,1.72,2.0
4994,2009-01-12,Kanepi K.,Kerber A.,27,99,1.4,2.75,Hard,1,1.4,2.75
4995,2009-01-12,Dementieva E.,Makarova E.,4,47,1.1,6.5,Hard,1,1.1,6.5
4997,2009-01-12,Dushevina V.,Starr E.,86,412,1.08,7.0,Hard,1,1.08,7.0
4998,2009-01-12,South M.,Bartoli M.,110,17,5.0,1.16,Hard,0,1.16,5.0
4999,2009-01-12,Sugiyama A.,Craybas J.,29,65,1.72,2.0,Hard,1,1.72,2.0
5000,2009-01-12,Errani S.,Dellacqua C.,38,55,1.53,2.37,Hard,1,1.53,2.37
5001,2009-01-12,Hantuchova D.,Zakopalova K.,21,72,1.33,3.25,Hard,1,1.33,3.25
5003,2009-01-12,Safina D.,Cirstea S.,3,36,1.11,6.0,Hard,1,1.11,6.0
5004,2009-01-13,Dementieva E.,Gajdosova J.,4,95,1.08,7.0,Hard,1,1.08,7.0
5005,2009-01-13,Radwanska A.,Hantuchova D.,10,21,1.38,2.75,Hard,1,1.38,2.75
5006,2009-01-13,Wozniacki C.,South M.,12,110,1.06,7.5,Hard,1,1.06,7.5
5007,2009-01-13,Sugiyama A.,Medina Garrigues A.,29,23,1.83,1.83,Hard,0,1.83,1.83
5008,2009-01-13,Safina D.,Dushevina V.,3,86,1.1,5.5,Hard,1,1.1,5.5
5009,2009-01-13,Williams S.,Errani S.,2,38,1.12,5.5,Hard,1,1.12,5.5
5010,2009-01-13,Kuznetsova S.,Kanepi K.,8,27,1.16,4.5,Hard,1,1.16,4.5
5011,2009-01-13,Cornet A.,Kleybanova A.,16,32,1.53,2.37,Hard,1,1.53,2.37
5012,2009-01-14,Safina D.,Cornet A.,3,16,1.16,4.5,Hard,1,1.16,4.5
5013,2009-01-14,Sugiyama A.,Kuznetsova S.,29,8,4.33,1.2,Hard,0,1.2,4.33
5014,2009-01-14,Dementieva E.,Radwanska A.,4,10,1.44,2.62,Hard,1,1.44,2.62
5015,2009-01-14,Williams S.,Wozniacki C.,2,12,1.28,3.5,Hard,1,1.28,3.5
5016,2009-01-15,Safina D.,Sugiyama A.,3,29,1.1,6.5,Hard,1,1.1,6.5
5017,2009-01-15,Dementieva E.,Williams S.,4,2,2.1,1.66,Hard,0,1.66,2.1
5018,2009-01-16,Dementieva E.,Safina D.,4,3,1.5,2.75,Hard,1,1.5,2.75
5019,2009-01-19,Kanepi K.,Date Krumm K.,28,184,1.16,4.5,Hard,1,1.16,4.5
5020,2009-01-19,Mayr P.,Schruff J.,111,138,2.5,1.5,Hard,0,1.5,2.5
5021,2009-01-19,Cornet A.,Koryttseva M.,16,66,1.08,7.0,Hard,1,1.08,7.0
5022,2009-01-19,Ivanovic A.,Goerges J.,5,107,1.04,10.0,Hard,1,1.04,10.0
5023,2009-01-19,Zvonareva V.,Rybarikova M.,7,50,1.06,8.0,Hard,1,1.06,8.0
5024,2009-01-19,Brianti A.,Wickmayer Y.,169,73,1.72,2.0,Hard,1,1.72,2.0
5025,2009-01-19,Petkovic A.,Woerle K.,385,162,1.9,1.8,Hard,0,1.8,1.9
5026,2009-01-19,Pironkova T.,Sprem K.,44,167,1.5,2.5,Hard,1,1.5,2.5
5027,2009-01-19,Dechy N.,Kutuzova V.,69,147,1.53,2.37,Hard,1,1.53,2.37
5028,2009-01-19,Niculescu M.,O'Brien K.,51,160,1.28,3.5,Hard,1,1.28,3.5
5029,2009-01-19,Jankovic J.,Meusburger Y.,1,104,1.01,15.0,Hard,1,1.01,15.0
5030,2009-01-19,Bartoli M.,South M.,17,102,1.1,6.5,Hard,1,1.1,6.5
5031,2009-01-19,Flipkens K.,De Los Rios R.,110,98,2.0,1.72,Hard,0,1.72,2.0
5032,2009-01-19,Voskoboeva G.,Szavay A.,95,25,3.25,1.33,Hard,0,1.33,3.25
5033,2009-01-19,Gallovits E.,Camerin M.E.,76,101,1.53,2.37,Hard,1,1.53,2.37
5034,2009-01-19,Cohen Aloro S.,Zahlavova Strycova B.,226,74,2.75,1.4,Hard,0,1.4,2.75
5035,2009-01-19,Sugiyama A.,Dubois S.,26,128,1.3,3.4,Hard,1,1.3,3.4
5036,2009-01-19,Dokic J.,Paszek T.,187,80,1.72,2.0,Hard,1,1.72,2.0
5037,2009-01-19,Errani S.,Kirilenko M.,39,30,1.44,2.62,Hard,1,1.44,2.62
5038,2009-01-19,Wozniacki C.,Peer S.,12,42,1.11,6.0,Hard,1,1.11,6.0
5039,2009-01-19,Ruano Pascual V.,Duque M. M.,105,109,1.9,1.8,Hard,0,1.8,1.9
5040,2009-01-19,Knapp K.,Wejnert M.,81,522,1.22,4.0,Hard,1,1.22,4.0
5041,2009-01-19,Mirza S.,Domachowska M.,108,61,1.44,2.62,Hard,1,1.44,2.62
5042,2009-01-19,Kleybanova A.,Arvidsson S.,31,64,1.28,3.5,Hard,1,1.28,3.5
5043,2009-01-19,Chakvetadze A.,Keothavong A.,18,53,1.5,2.5,Hard,1,1.5,2.5
5044,2009-01-19,Petrova N.,Shvedova Y.,11,91,1.22,4.0,Hard,1,1.22,4.0
5045,2009-01-19,Safina D.,Kudryavtseva A.,3,70,1.02,12.0,Hard,1,1.02,12.0
5046,2009-01-19,Safarova L.,Bammer S.,60,27,1.8,1.9,Hard,1,1.8,1.9
5047,2009-01-19,Johansson M.,Craybas J.,87,65,3.5,1.28,Hard,0,1.28,3.5
5048,2009-01-19,Erakovic M.,Cetkovska P.,68,85,1.61,2.2,Hard,1,1.61,2.2
5049,2009-01-19,Hantuchova D.,Dellacqua C.,21,57,1.3,3.4,Hard,1,1.3,3.4
5050,2009-01-19,Makarova E.,Rezai A.,49,83,2.2,1.61,Hard,0,1.61,2.2
5051,2009-01-20,Bondarenko K.,Radwanska A.,59,10,9.0,1.05,Hard,0,1.05,9.0
5052,2009-01-20,Garbin T.,Pavlyuchenkova A.,54,43,3.0,1.36,Hard,0,1.36,3.0
5053,2009-01-20,Karatantcheva S.,Llagostera Vives N.,135,67,1.44,2.62,Hard,1,1.44,2.62
5054,2009-01-20,Razzano V.,Gajdosova J.,56,86,1.83,1.83,Hard,1,1.83,1.83
5055,2009-01-20,Peng S.,Schiavone F.,41,32,1.9,1.8,Hard,0,1.8,1.9
5056,2009-01-20,Azarenka V.,Kvitova P.,14,40,1.22,4.0,Hard,1,1.22,4.0
5057,2009-01-20,Dementieva E.,Barrois K.,4,88,1.01,15.0,Hard,1,1.01,15.0
5058,2009-01-20,Williams S.,Yuan M.,2,123,1.01,15.0,Hard,1,1.01,15.0
5059,2009-01-20,Zheng J.,Pin C.,24,97,1.25,3.75,Hard,1,1.25,3.75
5060,2009-01-20,Bondarenko A.,Rogowska O.,34,367,1.04,10.0,Hard,1,1.04,10.0
5061,2009-01-20,Dominguez Lino L.,Bychkova E.,90,113,2.1,1.66,Hard,0,1.66,2.1
5062,2009-01-20,Mauresmo A.,Govortsova O.,22,47,1.25,3.75,Hard,1,1.25,3.75
5063,2009-01-20,Benesova I.,Dushevina V.,35,78,2.1,1.66,Hard,0,1.66,2.1
5064,2009-01-20,Dulko G.,Yakimova A.,45,103,1.22,4.0,Hard,1,1.22,4.0
5065,2009-01-20,Baltacha E.,Groenefeld A.L.,134,71,3.75,1.25,Hard,0,1.25,3.75
5066,2009-01-20,Martinez-Sanchez M.J.,Tanasugarn T.,92,36,2.75,1.4,Hard,0,1.4,2.75
5067,2009-01-20,Moore J.,Mchale C.,136,374,1.53,2.37,Hard,1,1.53,2.37
5068,2009-01-20,Schnyder P.,Mladenovic K.,15,999,1.04,10.0,Hard,1,1.04,10.0
5069,2009-01-20,Bremond S.,Vaidisova N.,96,52,2.25,1.57,Hard,0,1.57,2.25
5070,2009-01-20,Czink M.,Cirstea S.,89,37,1.9,1.8,Hard,0,1.8,1.9
5071,2009-01-20,Williams V.,Kerber A.,6,100,1.01,15.0,Hard,1,1.01,15.0
5072,2009-01-20,Medina Garrigues A.,Holland I.,23,580,1.03,11.0,Hard,1,1.03,11.0
5073,2009-01-20,Suarez Navarro C.,Vinci R.,46,79,2.1,1.66,Hard,0,1.66,2.1
5074,2009-01-20,Malek T.,Morita A.,239,77,2.5,1.5,Hard,0,1.5,2.5
5075,2009-01-20,Cibulkova D.,Scheepers C.,19,186,1.03,11.0,Hard,1,1.03,11.0
5076,2009-01-20,Chan Y.J.,Hsieh S.W.,75,82,2.25,1.57,Hard,0,1.57,2.25
5077,2009-01-20,Lisicki S.,Wozniak A.,58,33,1.72,2.0,Hard,1,1.72,2.0
5078,2009-01-20,Coin J.,Vesnina E.,93,63,2.75,1.4,Hard,0,1.4,2.75
5079,2009-01-20,Kuznetsova S.,Rodionova A.,8,99,1.06,8.0,Hard,1,1.06,8.0
5080,2009-01-20,Amanmuradova A.,Oudin M.,84,173,2.75,1.4,Hard,0,1.4,2.75
5081,2009-01-20,Pennetta F.,Santangelo M.,13,125,1.11,6.0,Hard,1,1.11,6.0
5082,2009-01-20,Stosur S.,Zakopalova K.,48,72,1.2,4.33,Hard,1,1.2,4.33
5083,2009-01-21,Petrova N.,Mirza S.,11,108,1.36,3.0,Hard,1,1.36,3.0
5084,2009-01-21,Sugiyama A.,Dechy N.,26,69,1.53,2.37,Hard,1,1.53,2.37
5085,2009-01-21,Safina D.,Makarova E.,3,49,1.05,9.0,Hard,1,1.05,9.0
5086,2009-01-21,Kanepi K.,Mayr P.,28,111,1.22,4.0,Hard,1,1.22,4.0
5087,2009-01-21,Ivanovic A.,Brianti A.,5,169,1.06,8.0,Hard,1,1.06,8.0
5088,2009-01-21,Voskoboeva G.,Knapp K.,95,81,1.66,2.1,Hard,1,1.66,2.1
5089,2009-01-21,Hantuchova D.,Johansson M.,21,87,1.12,5.5,Hard,1,1.12,5.5
5090,2009-01-21,Kleybanova A.,Cohen Aloro S.,31,226,1.25,3.75,Hard,1,1.25,3.75
5091,2009-01-21,Jankovic J.,Flipkens K.,1,110,1.01,15.0,Hard,1,1.01,15.0
5092,2009-01-21,Safarova L.,Erakovic M.,60,68,1.28,3.5,Hard,1,1.28,3.5
5093,2009-01-21,Cornet A.,Petkovic A.,16,385,1.04,10.0,Hard,1,1.04,10.0
5094,2009-01-21,Zvonareva V.,Gallovits E.,7,76,1.04,10.0,Hard,1,1.04,10.0
5095,2009-01-21,Errani S.,Niculescu M.,39,51,1.36,3.0,Hard,1,1.36,3.0
5096,2009-01-21,Wozniacki C.,Ruano Pascual V.,12,105,1.03,11.0,Hard,1,1.03,11.0
5097,2009-01-21,Bartoli M.,Pironkova T.,17,44,1.5,2.5,Hard,1,1.5,2.5
5098,2009-01-21,Dokic J.,Chakvetadze A.,187,18,2.75,1.4,Hard,0,1.4,2.75
5099,2009-01-22,Razzano V.,Schnyder P.,56,15,2.0,1.72,Hard,0,1.72,2.0
5100,2009-01-22,Bondarenko K.,Dominguez Lino L.,59,90,1.4,2.75,Hard,1,1.4,2.75
5101,2009-01-22,Azarenka V.,Garbin T.,14,54,1.06,8.0,Hard,1,1.06,8.0
5102,2009-01-22,Mauresmo A.,Baltacha E.,22,134,1.11,6.0,Hard,1,1.11,6.0
5103,2009-01-22,Cibulkova D.,Chan Y.J.,19,75,1.08,7.0,Hard,1,1.08,7.0
5104,2009-01-22,Dementieva E.,Benesova I.,4,35,1.08,7.0,Hard,1,1.08,7.0
5105,2009-01-22,Zheng J.,Czink M.,24,89,1.5,2.5,Hard,1,1.5,2.5
5106,2009-01-22,Martinez-Sanchez M.J.,Amanmuradova A.,92,84,1.72,2.0,Hard,1,1.72,2.0
5107,2009-01-22,Medina Garrigues A.,Coin J.,23,93,1.57,2.25,Hard,1,1.57,2.25
5108,2009-01-22,Williams S.,Dulko G.,2,45,1.03,11.0,Hard,1,1.03,11.0
5109,2009-01-22,Pennetta F.,Moore J.,13,136,1.05,10.0,Hard,1,1.05,10.0
5110,2009-01-22,Bondarenko A.,Bremond S.,34,96,1.38,2.87,Hard,1,1.38,2.87
5111,2009-01-22,Kuznetsova S.,Malek T.,8,239,1.1,6.5,Hard,1,1.1,6.5
5112,2009-01-22,Stosur S.,Lisicki S.,48,58,1.66,2.1,Hard,1,1.66,2.1
5113,2009-01-22,Peng S.,Karatantcheva S.,41,135,1.5,2.5,Hard,1,1.5,2.5
5114,2009-01-22,Suarez Navarro C.,Williams V.,46,6,12.0,1.02,Hard,0,1.02,12.0
5115,2009-01-23,Petrova N.,Voskoboeva G.,11,95,1.1,6.5,Hard,1,1.1,6.5
5116,2009-01-23,Safina D.,Kanepi K.,3,28,1.08,7.0,Hard,1,1.08,7.0
5117,2009-01-23,Zvonareva V.,Errani S.,7,39,1.12,5.5,Hard,1,1.12,5.5
5118,2009-01-23,Bartoli M.,Safarova L.,17,60,1.5,2.5,Hard,1,1.5,2.5
5119,2009-01-23,Cornet A.,Hantuchova D.,16,21,1.44,2.62,Hard,1,1.44,2.62
5120,2009-01-23,Jankovic J.,Sugiyama A.,1,26,1.05,9.0,Hard,1,1.05,9.0
5121,2009-01-23,Dokic J.,Wozniacki C.,187,12,4.33,1.2,Hard,0,1.2,4.33
5122,2009-01-23,Kleybanova A.,Ivanovic A.,31,5,4.5,1.16,Hard,0,1.16,4.5
5123,2009-01-24,Medina Garrigues A.,Pennetta F.,23,13,2.62,1.44,Hard,0,1.44,2.62
5124,2009-01-24,Suarez Navarro C.,Martinez-Sanchez M.J.,46,92,1.36,3.0,Hard,1,1.36,3.0
5125,2009-01-24,Williams S.,Peng S.,2,41,1.04,10.0,Hard,1,1.04,10.0
5126,2009-01-24,Zheng J.,Bondarenko K.,24,59,1.5,2.5,Hard,1,1.5,2.5
5127,2009-01-24,Azarenka V.,Mauresmo A.,14,22,1.28,3.5,Hard,1,1.28,3.5
5128,2009-01-24,Kuznetsova S.,Bondarenko A.,8,34,1.22,4.0,Hard,1,1.22,4.0
5129,2009-01-24,Cibulkova D.,Razzano V.,19,56,1.16,4.5,Hard,1,1.16,4.5
5130,2009-01-24,Dementieva E.,Stosur S.,4,48,1.08,7.0,Hard,1,1.08,7.0
5131,2009-01-25,Bartoli M.,Jankovic J.,17,1,4.5,1.16,Hard,0,1.16,4.5
5132,2009-01-25,Safina D.,Cornet A.,3,16,1.16,4.5,Hard,1,1.16,4.5
5133,2009-01-25,Zvonareva V.,Petrova N.,7,11,1.44,2.62,Hard,1,1.44,2.62
5134,2009-01-25,Dokic J.,Kleybanova A.,187,31,1.53,2.37,Hard,1,1.53,2.37
5135,2009-01-26,Suarez Navarro C.,Medina Garrigues A.,46,23,1.8,1.9,Hard,1,1.8,1.9
5136,2009-01-26,Dementieva E.,Cibulkova D.,4,19,1.3,3.4,Hard,1,1.3,3.4
5137,2009-01-26,Williams S.,Azarenka V.,2,14,1.4,2.75,Hard,1,1.4,2.75
5138,2009-01-26,Kuznetsova S.,Zheng J.,8,24,1.57,2.25,Hard,1,1.57,2.25
5139,2009-01-27,Zvonareva V.,Bartoli M.,7,17,1.33,3.4,Hard,1,1.33,3.4
5140,2009-01-27,Safina D.,Dokic J.,3,187,1.25,4.0,Hard,1,1.25,4.0
5141,2009-01-28,Dementieva E.,Suarez Navarro C.,4,46,1.22,4.33,Hard,1,1.22,4.33
5142,2009-01-28,Williams S.,Kuznetsova S.,2,8,1.3,3.5,Hard,1,1.3,3.5
5143,2009-01-29,Williams S.,Dementieva E.,2,4,2.2,1.66,Hard,0,1.66,2.2
5144,2009-01-29,Safina D.,Zvonareva V.,3,7,2.62,1.5,Hard,0,1.5,2.62
5145,2009-01-31,Williams S.,Safina D.,2,3,1.38,3.0,Hard,1,1.38,3.0
5146,2009-02-09,Li N.,Szavay A.,28,30,1.4,2.75,Carpet,1,1.4,2.75
5147,2009-02-09,Kanepi K.,Medina Garrigues A.,23,20,1.66,2.1,Carpet,1,1.66,2.1
5148,2009-02-09,Pavlyuchenkova A.,Razzano V.,45,57,1.72,2.0,Carpet,1,1.72,2.0
5149,2009-02-10,Dechy N.,Cirstea S.,58,38,1.66,2.1,Carpet,1,1.66,2.1
5150,2009-02-10,Kleybanova A.,Pironkova T.,27,46,1.4,2.75,Carpet,1,1.4,2.75
5151,2009-02-10,Radwanska A.,Lyubtsova O.,10,198,1.04,10.0,Carpet,1,1.04,10.0
5152,2009-02-10,Niculescu M.,Bacsinszky T.,47,60,1.36,3.0,Carpet,1,1.36,3.0
5153,2009-02-10,Loit E.,Vaidisova N.,134,71,1.57,2.25,Carpet,1,1.57,2.25
5154,2009-02-10,Sprem K.,Kvitova P.,145,43,3.75,1.25,Carpet,0,1.25,3.75
5155,2009-02-10,Cornet A.,Sevastova A.,13,195,1.05,9.0,Carpet,1,1.05,9.0
5156,2009-02-10,Hantuchova D.,Makarova E.,39,53,1.5,2.5,Carpet,1,1.5,2.5
5157,2009-02-11,Schnyder P.,Bondarenko A.,16,31,1.66,2.1,Carpet,1,1.66,2.1
5158,2009-02-11,Williams S.,Benesova I.,1,34,1.03,11.0,Carpet,1,1.03,11.0
5159,2009-02-11,Mauresmo A.,Errani S.,24,33,1.72,2.0,Carpet,1,1.72,2.0
5160,2009-02-11,Jankovic J.,Schiavone F.,3,37,1.11,6.0,Carpet,1,1.11,6.0
5161,2009-02-11,Dementieva E.,Rezai A.,4,98,1.06,8.0,Carpet,1,1.06,8.0
5162,2009-02-11,Loit E.,Kanepi K.,134,23,3.0,1.36,Carpet,0,1.36,3.0
5163,2009-02-11,Radwanska A.,Kleybanova A.,10,27,1.44,2.62,Carpet,1,1.44,2.62
5164,2009-02-12,Cornet A.,Hantuchova D.,13,39,1.66,2.1,Carpet,1,1.66,2.1
5165,2009-02-12,Jankovic J.,Li N.,3,28,1.33,3.25,Carpet,1,1.33,3.25
5166,2009-02-12,Williams S.,Sprem K.,1,145,1.03,11.0,Carpet,1,1.03,11.0
5167,2009-02-12,Mauresmo A.,Niculescu M.,24,47,1.22,4.0,Carpet,1,1.22,4.0
5168,2009-02-12,Dementieva E.,Pavlyuchenkova A.,4,45,1.12,5.5,Carpet,1,1.12,5.5
5169,2009-02-12,Dechy N.,Schnyder P.,58,16,2.75,1.4,Carpet,0,1.4,2.75
5170,2009-02-13,Jankovic J.,Cornet A.,3,13,1.16,4.5,Carpet,1,1.16,4.5
5171,2009-02-13,Dementieva E.,Dechy N.,4,58,1.05,9.0,Carpet,1,1.05,9.0
5172,2009-02-13,Williams S.,Loit E.,1,134,1.01,13.0,Carpet,1,1.01,13.0
5173,2009-02-13,Mauresmo A.,Radwanska A.,24,10,1.8,1.9,Carpet,1,1.8,1.9
5174,2009-02-14,Dementieva E.,Williams S.,4,1,2.87,1.38,Carpet,0,1.38,2.87
5175,2009-02-14,Mauresmo A.,Jankovic J.,24,3,2.1,1.66,Carpet,0,1.66,2.1
5176,2009-02-15,Mauresmo A.,Dementieva E.,24,4,2.62,1.44,Carpet,0,1.44,2.62
5177,2009-02-09,Peng S.,Santangelo M.,35,129,1.16,4.5,Hard,1,1.16,4.5
5178,2009-02-09,Pervak K.,Yonemura T.,155,157,1.3,3.4,Hard,1,1.3,3.4
5179,2009-02-09,Dushevina V.,Bovina E.,75,183,1.36,3.0,Hard,1,1.36,3.0
5180,2009-02-09,Voskoboeva G.,Groth J.,70,89,2.37,1.53,Hard,0,1.53,2.37
5181,2009-02-10,Silva N.,Moore J.,146,139,1.57,2.25,Hard,1,1.57,2.25
